Author,Comment,Likes,Published_At,Replies
@Mindsarefloating,"Bonnie and Clyde could neverrrrrr, this is so much more passionate",0,2025-03-25T22:52:55Z,0
@MissRoxie-8all,"[ SKZeet ] <br><br>A show in which Stray Kids invites their relatives (like their family, their friends,<br>If possible you can blur their faces),their famous friends, people they want to became friends with,or people who want to be their friends. I love to see SKZ&#39;s interactions.<br>Like 2Kids Room! But with a lot of activities.",1,2025-03-25T22:51:33Z,0
@MissRoxie-8all,"IF SKZ HAD A YOUTUBE CHANNEL :       <br>                   SEUNGMIN <br>•Youtube Channel name : 김승민MinnieVerse<br>•Description of the channel: <br> Welcome to my universe,<br> Welcome to MinnnieVerse!<br><br>- [ Let&#39;s VENUS~ing ] <br>   Color coded : Pink <br>A show in which Seungmin invites people to sing, and they will sing together.<br>Like Lee Mujin Service.<br><br>Recommended Guests : <br>SKZ, Lee Mujin, Stella Jang, J.Y.Park, AleXa<br>Juria, Hinata, Chisa, NingNing, Lia, Lily, Liz<br><br>- [ MARS~hooting Star ] <br>    Color coded : Yellow <br>A show in which Seungmin invites stars! Very talented people in their fields, it can be idols,youtubers, sportsmen, doctors, actors people of everyday life. Special people. <br>They bring items in connection with their trades and talk about them, TMI, banal or unusual anecdotes.<br> <br>- [ EARTH~armony ]<br>  Color coded : Blue <br>A show in which Seungmin invites his relatives (like his family,his friends,if possible you can blur their faces),his famous friends, people he wants to became friends with,or people who want to be his friend.<br> <br>P.S : Please STAY like my comment so maybe they can see it, or send it to them on bubble?! Thanks!<br>I really hope they will can see this.<br>They always make my happiness and<br>I would like by my comments to inform them of my ideas &#39;cause it is watching them that makes me happy. My favorite show is 2Kids Room <br>(Also 1Kid Room,2Kids Show,RACHAlog...)<br><br>It&#39;s not to pity,but just to explain my situation : <br>I&#39;m STAY since BACKDOOR,<br>I really love all eight of them with all my heart.<br>But unfortunately my position does not allow me to support SKZ except streaming on YouTube and TikTok.<br>I can&#39;t buy anything (I don&#39;t have money for)<br>I can&#39;t see them in concert<br>(I&#39;m from Brazzaville,in Congo,Africa)<br>And I could never see them in fancall or fanmeeting.<br><br>P.S-2 : You are the most important person in your life,so take care of yourself and love you above all else.",2,2025-03-25T22:51:07Z,0
@Innie_bg,"THIS IS INSANE, THE REFERENCES OF RED LIGHTS??? THE ACTUATION????? NO WAY. THE END, I NEED THE NEXT CHAPTER",0,2025-03-25T22:50:52Z,0
@MissRoxie-8all,"IF SKZ HAD A YOUTUBE CHANNEL : FELIX <br>• Youtube channel name : 이용복FELIX<br>~ Trip.With.Lix : <br>Travel vlogs in which Felix will discover or make us discover customs and cultures. He will cook, he will do tourism, and have fun.<br>He will show us the beauty of Korean,or Australia, the beach, the food,and more.<br><br>• Recommanded Guests : <br>Chan _ Jake _ Lily _ Harvey <br><br>~ ASMR FactorLix : <br>A show in which Felix will do ASMR.<br><br>~ FRIEND-Lix : <br>A show in which Felix invites his relatives (like his family,his friends,if possible you can blur their faces),his famous friends, people he wants to became friends with,or people who want to be his friend.<br><br>• Recommanded Guests : <br>SKZ _ His parents _ His sisters _ Lia _ Nayeon <br>Chaewon _ Jake _ Harvey  _ Wooyoung _ Lily<br><br>P.S : Please STAY like my comment so maybe they can see it, or send it to them on bubble?! Thanks!<br>I really hope they will can see this.<br>They always make my happiness and<br>I would like by my comments to inform them of my ideas &#39;cause it is watching them that makes me happy. My favorite show is 2Kids Room <br>(Also 1Kid Room,2Kids Show,RACHAlog...)<br><br>It&#39;s not to pity,but just to explain my situation : <br>I&#39;m STAY since BACKDOOR,<br>I really love all eight of them with all my heart.<br>But unfortunately my position does not allow me to support SKZ except streaming on YouTube and TikTok.<br>I can&#39;t buy anything (I don&#39;t have money for)<br>I can&#39;t see them in concert<br>(I&#39;m from Brazzaville,in Congo,Africa)<br>And I could never see them in fancall or fanmeeting.<br><br>P.S-2 : You are the most important person in your life,so take care of yourself and love you above all else.",1,2025-03-25T22:50:51Z,0
@MissRoxie-8all,"IF SKZ HAD A YOUTUBE CHANNEL : <br>                        CHANGBIN <br>• Youtube Channel name : •서장빈• i!BINNIE <br>~ STUDIO SPEARB : <br>A show in which SPEARB(Changbin) invites a person to know how to compose or not, know how to sing or not, and they discusses around the guest&#39;s chosen meal, then they go to the studio and must compose and write a music that must be 1 minute. <br>After each episode, a MV of 1min comes out. <br><br>•Inspiration: 2kids Song, I recommend it to you!<br>• Recommanded Guests :<br>SKZ, His mother, His sister, Chaeryeong  Jeongyeon, Chaeyoung, Yeonjun, Wooyoung  YUQI, MILLI, NATTY, MA DOSEOK <br><br>•Specials episodes : <br>CB97 (Chan) : SANA , YOUNGK<br>Drunk Hip-Ho (LEE KNOW): SULLYOON, MINJU<br>Sexy Dynamite Hwang (HYUNJIN) : YEJI, NI-KI<br><a href=""http://j.one/"">J.ONE</a> : TigerJK, COCONA <br>BOK (FELIX) : HARVEY _ J<br>Ding Dong ddaeng (SEUNGMIN) : LIA, J.Y.PARK<br>I.N : BEOMGYU _ HEESEUNG _ EUNCHAE<br><br>~ DWAEKKI GYMeat : <br>A show in which Changbin invites people to do sports and to eat. Changbin shows us his sports routine and gives us advice,eating dishes full of protein. He is going to cook with his guest! <br>(his guest will teach him how to cook the dish)<br><br>• Recommanded Guests : <br>SKZ _ Chaeryeong _ Yeonjun _ Wooyoung<br><br>~ BINNIE&#39;s FRIENDS : <br>A show in which Changbin invites his relatives (like his family,his friends,if possible you can blur their faces),his famous friends, people he wants to became friends with,or people who want to be his friend.<br><br>• Recommanded Guests : <br>SKZ _ His mother _ His sister _ Chaeryeong  Jeongyeon _ Chaeyoung _Yeonjun _Wooyoung<br>J.Y.Park _  Ma Doseok _ Soyeon _ Miyeon<br><br>P.S : Please STAY like my comment so maybe they can see it, or send it to them on bubble?! Thanks!<br>I really hope they will can see this.<br>They always make my happiness and<br>I would like by my comments to inform them of my ideas &#39;cause it is watching them that makes me happy. My favorite show is 2Kids Room <br>(Also 1Kid Room,2Kids Show,RACHAlog...)<br><br>It&#39;s not to pity,but just to explain my situation : <br>I&#39;m STAY since BACKDOOR,<br>I really love all eight of them with all my heart.<br>But unfortunately my position does not allow me to support SKZ except streaming on YouTube and TikTok.<br>I can&#39;t buy anything (I don&#39;t have money for)<br>I can&#39;t see them in concert<br>(I&#39;m from Brazzaville,in Congo,Africa)<br>And I could never see them in fancall or fanmeeting.<br><br>P.S-2 : You are the most important person in your life,so take care of yourself and love you above all else.",1,2025-03-25T22:50:01Z,0
@Zoey.bugzbunny,Red lights 2.0,1,2025-03-25T22:49:22Z,0
@Cherry_TV,I forgot to breathe for a second.. &#39;-&#39;,1,2025-03-25T22:49:15Z,0
@Mindsarefloating,"This is f*cking INSANE!!!! The atmosphere, the visuals, the expressions, the theme...I love anything about this, every little detail.",0,2025-03-25T22:47:38Z,0
@Ольга-д5ж9м,Goosebumps are all over my body 😍,0,2025-03-25T22:45:13Z,0
@cvntracha,God it’s so good ❤️‍🔥,0,2025-03-25T22:44:11Z,0
@SillyskooduckSillyskooduck,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA"">0:00</a> why are they running like that",0,2025-03-25T22:43:34Z,0
@CHANS_NUMBER_1_STAN,what is this romance partners in crime red lights vibe... I LOVE IT OMG THIS IS SO GOOD AHHHHHHHH,0,2025-03-25T22:42:40Z,0
@lakeeshaarafat1544,I&#39;m convinced that everything Hyunjin writes is about his dog(s),0,2025-03-25T22:40:02Z,1
@_rosieposie,Bangchan and Hyunjin&#39;s voice drives me crazy <br>They are so cool<br>I can listen to them 24/7 without ever getting bored,0,2025-03-25T22:40:01Z,0
@camilaverswyvel,why does this MV remind me so hard to MAZE RUNNER????,0,2025-03-25T22:39:54Z,0
@Anaisabel28,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA"">0:00</a> THE WAY THEY WALKED 😭😭",0,2025-03-25T22:38:52Z,0
@Asal-yh7xr,I want die for this mv,0,2025-03-25T22:38:11Z,0
@ariannamartinez4886,THEIR PSYCHO SMILES? HELLOOOOO?,2,2025-03-25T22:37:08Z,0
@CafezinHmm,THIS DUO IS INSANEEEEE,1,2025-03-25T22:35:19Z,0
@ariannamartinez4886,THE RED LIGHTS DUO IS BAAAACK!,2,2025-03-25T22:35:16Z,0
@mechazillas,why does this feel like a psycho boyfriends night out,1,2025-03-25T22:32:13Z,0
@Hjntaste,THE RED LIGHTS SCENE🤩🤩,1,2025-03-25T22:31:39Z,0
@insomniacweeb439,"Oh my heavens! What in the possessive-protective BL tragic drama trope is this!? As if Red Lights wasn&#39;t enough they decide to throw this at us? I&#39;M HYPERVENTILATING HERE!!<br>The tension, the angst, the soft &amp; maniac looks.. it&#39;s perfection!💘 This line though - &quot;I&#39;LL TAKE ALL THIS PAIN, CAN YOU PROMISE ME TO GIVE ALL OF YOU EVERYDAY?&quot;.. Like Papi chill? We be losing our minds here!!<br>Lastly, their vocals go so well together!!",0,2025-03-25T22:28:27Z,0
@hannahwright9121,I just sat here with my mouth wide open this whole video. THIS IS A WORK OF ART OMG IM SO EXCITED TO SEE THEM IN JUNE!!!,1,2025-03-25T22:27:27Z,0
@Moonlighthanis,"<b>The harmony and perfection of the songs that Bang Chan and Hyunjin composed, wrote, and sang together are so beautiful, so unique... Those who are Turkish will understand. Me and most Turkish people will be waiting for the translation of this song. Their perfection is unique in every language and race. We love you, Stray Kids! :)</b>",4,2025-03-25T22:18:29Z,0
@Mental_Case143,"I mean, I wanna hug Bangchan and Hyunjin the way Bangchan and Hyunjin hug Bangchan and Hyunjin hehe",0,2025-03-25T22:17:37Z,0
@SwiftieSTAY-w3x,BRO ESCAPE HAS ITS OWN STROYLINE!!! AND IS ALSO CONECTED TO RED LIGHTS?! THIS IS THE BEST DAY OF MY LIFE OMG💙💙💙💙💙💙,0,2025-03-25T22:16:39Z,0
@BelulvsHyunjin,"They are both so handsome, in the whole music video I got too excited, keep it up! ❤",1,2025-03-25T22:16:37Z,0
@Satoru-x1t,Did anyone see the foot prints how one was big and one was small?,1,2025-03-25T22:13:30Z,0
@reyaAkoh,The MV looks like thew were vampires/wolves/hybreed escaping,0,2025-03-25T22:12:37Z,0
@ChantelleMarsh-ml7nz,Both of my boyfriends hyunjun and bang chan seen am new girlfriends I love you and I miss you came to Australia came gey me run together ❤️,0,2025-03-25T22:11:55Z,0
@jourisona-ve1zu,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=82"">1:22</a> THIS PART IS SO ANGELIC. IS BANG CHAN TRYING TO MAKE ME FALL IN LOVE WITH HIM? 🔥🔥🔥🔥🔥",0,2025-03-25T22:10:21Z,0
@Nabi-j1l,Red Lights 2.0😂💗,0,2025-03-25T22:06:55Z,0
@Estell444-z1h,"I Heard <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=23"">0:23</a> segunds of músic and i like lol😂",0,2025-03-25T22:06:12Z,0
@Lele-fi5rz,They let some destruction angst out,1,2025-03-25T22:06:05Z,0
@qpcaroldb,what is even going on in the video?,0,2025-03-25T22:01:22Z,0
@nellyaucoin4364,This MV reminds me a lot of the series teen wolf that came out in 2011! The part where the truck shows up reminds me of when the hunters are hunting the werewolves by the end of season 6. Might start watching it again lol! Amazing song and MV💙🐺,0,2025-03-25T22:01:00Z,0
@KSIgotaBIGforehead,"Anyone else get cradles vibes from the intro, btw I&#39;m Fricken obsessed with Redlights 0.2 😭😭😭",0,2025-03-25T21:58:25Z,0
@roseeletters5626,"This song is the son of Red Lights and Railway <a href=""UCkszU2WH9gy1mb0dV-11UJg/face-pink-drinking-tea""></a>",1,2025-03-25T21:58:02Z,0
@BriDZav,My Kings are on fire!!!!! ❤️‍🔥,3,2025-03-25T21:56:33Z,0
@mikevazovski4559,🔥love their acting<br>They can play cool gangsters with a tragic background 😎😎,0,2025-03-25T21:55:05Z,0
@penguinbic,oh no the freaky duo is back,1,2025-03-25T21:54:31Z,0
@h.wangerr,"I need a hug! ㅜㅜ Not just any hug, I need THAT hug ㅠㅠ",1,2025-03-25T21:53:59Z,0
@Judith-c1d,This reminds me of red lights…..💀💀💀💀,0,2025-03-25T21:52:12Z,0
@RofidaKassem-d8k,"I love you all and whenever you release anything I watch it from all the devices that I have, so that you guys can get more views. I hope that one day I will meet you and you will know about my existence. 💕💗💖💞💓",0,2025-03-25T21:52:05Z,0
@KmabcnhucQpnaech,"Great job, this video was very useful!",0,2025-03-25T21:51:17Z,0
@manafitv7229,"This video really is on repeat, love the story, the vibe that I’m getting is like companionship in a wolf-pack/ tribe kinda way (although hyunjin depicted as a ferret here I think), and I love it. Great acting from both❤",0,2025-03-25T21:51:06Z,0
@wren__7,"chan and hyunjin do psychopath so well. especially hyunjin, i’m pleasantly surprised that he looks actually insane",3161,2025-03-25T21:50:32Z,19
@Stella-jessamine,THIS IS SO GOOD I LOVE THIS❤❤❤❤❤,1,2025-03-25T21:50:27Z,0
@maedeh_stay2010,the way they hold hands......,1,2025-03-25T21:50:16Z,0
@MalakHammouche-g6c,My children&#39;s creativity,0,2025-03-25T21:48:53Z,0
@MichaelSoon-o5p,"This was super helpful, thanks!",0,2025-03-25T21:47:27Z,0
@MorganEan-g6v,"This was super helpful, thanks!",0,2025-03-25T21:46:46Z,0
@HafizaVjg,"Fantastic video, really appreciate your effort!",0,2025-03-25T21:42:38Z,0
@stay.I.N-leeknow8,The M/V is so beautiful❤❤<br>Their vocals and visuals💗<br>I can&#39;t explain how good it is🤍<br>Thank you Hyunjin and Bangchan🔥❤️,0,2025-03-25T21:42:26Z,0
@SimonGreen-u1y,Boycott disgusting Tesla. Sell your stock too.,0,2025-03-25T21:40:53Z,0
@Rose_Stay-blink,Red lights who are you<br>❤❤❤ I love you skz<br>So good ❤❤❤❤❤,0,2025-03-25T21:40:40Z,0
@sprotector3235,they don&#39;t release cinema when skz code released but they released this on anniv day and so good on concert day😂😂 div1 bone hatred toward hyunjin need to be studied,1,2025-03-25T21:38:53Z,0
@HallsWeston,"Great tips, thanks for sharing!",0,2025-03-25T21:38:01Z,0
@KpnrbaesQmaesc,"Loved this video, keep up the great work!",1,2025-03-25T21:37:40Z,0
@MeatMinaj,this is so gay i love it❤❤❤❤❤,0,2025-03-25T21:36:50Z,0
@sprotector3235,let&#39;s reach 6.5m today♡,4,2025-03-25T21:36:38Z,0
@TpawcenrkPawsecn,"You explained this so well, thank you!",0,2025-03-25T21:36:01Z,0
@kayaaaaaa28,I’m actually obsessed,1,2025-03-25T21:35:55Z,0
@YassineMeherzi-m1d,"Very well done, appreciate this video!",0,2025-03-25T21:35:55Z,0
@AyalaLovin,Thank you for the great content!,0,2025-03-25T21:35:40Z,0
@PmabecntoQpaescu,"Awesome video, looking forward to the next one!",0,2025-03-25T21:35:30Z,0
@GpakunebcQpawcnu,"You explained this so well, thank you!",0,2025-03-25T21:34:29Z,0
@BostonMurillo-v1u,"Fantastic explanation, thank you!",0,2025-03-25T21:34:07Z,0
@ImStay-z2l,&quot;Chan and Hyunjin have created something cinematic again. It&#39;s not just a song - it&#39;s a whole story!&quot;,722,2025-03-25T21:33:56Z,0
@ImStay-z2l,"Every word, every note is like a cry from the heart... Endless respect to these talented artists",1,2025-03-25T21:33:14Z,0
@ImStay-z2l,"CHAN and HYUNJIN proved once again that their DUETS are pure MAGIC! The VOICE, the EMOTIONS, the ATMOSPHERE... Just WOW!!!!!!!!!!!!",36,2025-03-25T21:31:31Z,0
@EgdfBj,Amazing content as always!,1,2025-03-25T21:31:07Z,0
@LethaboAkinlusi-r1t,"I&#39;m shookith, But I Iove the Video as well as the song , Just waiting for Lee Know and Seungmin next",0,2025-03-25T21:30:36Z,0
@it.is.darkness,"Despite some envious comments under the video, the guys are moving forward. They will overtake everyone, there is no doubt about it.",11,2025-03-25T21:29:54Z,2
@Ellabellaboo313,The way ✦HYUNJIN✦ and ✩𝐁ang𝐂han💙 ran at each and hug It was like they were made for each other ❤️! 💙S͓̽t͓̽r͓̽a͓̽y͓̽K͓̽i͓̽d͓̽s͓̽💙 forever!,1,2025-03-25T21:29:32Z,0
@xyzzkgug,Amazing content as always!,0,2025-03-25T21:28:07Z,0
@anaclaudiacostadasilvacost,This would make a great fanfic.,2,2025-03-25T21:27:54Z,0
@amycolindres7800,Who wrote this song? It was you Channie?,1,2025-03-25T21:27:49Z,1
@FasewsXzsaea,Thank you for the great content!,0,2025-03-25T21:27:04Z,0
@KaironPitersons-r8o,"Fantastic video, really appreciate your effort!",0,2025-03-25T21:26:12Z,0
@JimmyPitersons-f9b,"Fantastic explanation, thank you!",0,2025-03-25T21:25:39Z,0
@BeckyLackey,"Loved the content, keep it coming!",0,2025-03-25T21:25:23Z,0
@RobtBednarz,Great video! Really enjoyed it.,0,2025-03-25T21:25:20Z,0
@tofuandchives,this is the second time i hate the truck so much,0,2025-03-25T21:25:06Z,0
@tofuandchives,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=144"">2:24</a> the way his eyes are so expressive .....nooo",0,2025-03-25T21:24:13Z,0
@it.is.darkness,I would like to express my gratitude to everyone involved this amazing video. Our guys had a triumph after the release of this clip. They need to be awarded an Oscar and invited to act in a movie.,1,2025-03-25T21:24:01Z,0
@JulieDixon-u5t,Thank you for the great content!,0,2025-03-25T21:23:28Z,0
@dieklove,I love it and rel licght to and all of ur song❤❤,0,2025-03-25T21:22:53Z,0
@JordanLuyes-g8b,"This was very informative, appreciate it.",0,2025-03-25T21:21:34Z,0
@magagrigoryan7518,"It&#39;s perfect,  Bangchans vocal are from another world. Hyunjins visual&gt;&gt;&gt;&gt;&gt; i love it soo much🤤😍",1,2025-03-25T21:19:55Z,1
@arden2642,Bang Chan&#39;s vocal range is insane. The smooth vocals during his verse are chefs kiss. This song also highlights how versatile Bang Chan&#39;s voice is.,0,2025-03-25T21:18:30Z,1
@224besties,I feel the tension.,1,2025-03-25T21:18:24Z,0
@MarilynWolf-c8c,"This was exactly what I needed, thanks!",0,2025-03-25T21:18:19Z,0
@sabbirahmadhgbsdg,"This video was amazing, learned a lot.",0,2025-03-25T21:17:50Z,0
@LLTCpeople,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=129"">2:09</a> Bangchan looking for his child<br><br><br><br><a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=158"">2:38</a> <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=158"">2:38</a> the hug was personal",1,2025-03-25T21:17:48Z,0
@LyndonWoodyard-t8i,"Loved the content, keep it coming!",0,2025-03-25T21:17:46Z,0
@elifceyhan2722,Red lights 2 ❤️‍🔥❤️‍🔥❤️‍🔥💥💥,0,2025-03-25T21:17:44Z,0
@Giggjsjwhdicm,"Ohmygoodness chans high notes are amazing - and I usually prefer bass in my music. So I know we joked about red lights 2.0 , but I do actually love this for all the reasons I love red lights. It&#39;s not the same, but it hits the same way I guess. Definitely my favorite song from the mixtape.",1,2025-03-25T21:17:41Z,0
@MargaretNicholson-k4c,THE RED LIGHTS DUO IS BACK AND BETTER😮,2,2025-03-25T21:17:04Z,0
@arden2642,Bang Chan&#39;s acting is out of this world. The way he is able to show different expressions is truly impressive.,0,2025-03-25T21:16:52Z,0
@MaryamMajidi-mr4wr,K-drama&#39;s directors should to give a movie drama to Hyunjin and Chan,5,2025-03-25T21:16:01Z,0
@zombik_22am,that&#39;s great!,0,2025-03-25T21:15:16Z,0
@MaryamMajidi-mr4wr,I love this song so much,1,2025-03-25T21:14:43Z,0
@PrinceKumar-gu1gk,"Great job, this video was very useful!",0,2025-03-25T21:13:28Z,0
@NoelPinon-u9e,"Awesome video, looking forward to the next one!",0,2025-03-25T21:13:16Z,0
@Laney.R00,So many virgins in the comments need to get laid,0,2025-03-25T21:11:08Z,1
@HastecLatone,"You explained this so well, thank you!",0,2025-03-25T21:10:48Z,0
@Fernanda_Ramos09,Great!!!❤,0,2025-03-25T21:09:58Z,0
@ellie_3000,The aquarium scene is clearly a reference to Romeo and Juliet 1996 movie,0,2025-03-25T21:09:55Z,0
@JiminCho-c2u,"The voice, the mood, the song, the mv, the face... It&#39;s just everything.",2,2025-03-25T21:08:05Z,0
@cristinaacosta2663,"At <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=155"">02:35</a>, the ferret and the wolf like shadows 😍😍😍",3,2025-03-25T21:07:41Z,0
@MosaadMohammed-z1y,"Thank you for this video, very enlightening!",0,2025-03-25T21:07:34Z,0
@lienle-b4t,"Great job, this video was very useful!",0,2025-03-25T21:06:49Z,0
@NannapatTuntasin,"Fantastic video, really appreciate your effort!",0,2025-03-25T21:06:18Z,0
@EvelinmelisaSalazarMontoya,"I&#39;ve been eagerly awaiting this song 😭💕and now it&#39;s my new obsession, thank you so much ❤️🔥",0,2025-03-25T21:05:52Z,0
@modestinalouka5773,Is this a trailer for a bl?,1,2025-03-25T21:05:20Z,0
@JacquelynHernandez-p9e,"Thank you for this video, very enlightening!",0,2025-03-25T21:05:07Z,0
@ghulamrasoolghulamrasool6272,"Your videos are always so helpful, thank you!",1,2025-03-25T21:04:35Z,0
@NosiphoMhlongo-j7k,"Very well done, appreciate this video!",0,2025-03-25T21:04:13Z,0
@lucy_lucy.13,Somebody pls come check my pulse cuz I think I died watching this MV,4,2025-03-25T21:03:32Z,1
@jamalmahamud7475,"This was very informative, appreciate it.",0,2025-03-25T21:03:26Z,0
@KarenBenningtonLPS,"The best duo! This mv is amazing, i just love it!",4,2025-03-25T21:03:18Z,0
@gloryakoh-i3c,"This video was amazing, learned a lot.",0,2025-03-25T21:01:37Z,0
@ZaraLincon,"Very well done, appreciate this video!",0,2025-03-25T21:01:29Z,0
@Ahenma,"Banchan, please sing more, argh your voice is 🔥🔥🔥🔥 so beautiful",0,2025-03-25T21:00:43Z,0
@mikaelathompson5628,I really like this one. ❤,0,2025-03-25T20:59:51Z,0
@BradKennedy-f4i,"Thanks for sharing this, learned a lot.",0,2025-03-25T20:59:20Z,0
@lucijajuric319,This so fucking good 🤯 mind blowing woow 😍 i love it you are the best 🫶,0,2025-03-25T20:58:55Z,0
@kppflwrgrl,"WHAT IN THE CINEMATIC MASTERPIECE IS THIS<br>EVERYTHING IS ON TOP<br>I LOVE HOW THE BOYS ALWAYS REMIND ME WHY I LIKE THEM SM<br>THE RED LIGHTS REFERENCES AAAAH<br>THE MUSIC AAAAAH<br>THE WHOLE ATMOSPHERE??? AAAAAH<br>THE LOOKS, THE VOICES, THE STYLE<br>MY FAV DUO IS SO BACK",1,2025-03-25T20:58:31Z,0
@stupido-gsky,ERM THIS IS LITERALLY FIRE I FEAR THEY HAVE DOMINATED,0,2025-03-25T20:57:44Z,0
@CaseSparkish,Great video! Really enjoyed it.,0,2025-03-25T20:57:35Z,0
@rianamcahon573,This is amazing,0,2025-03-25T20:57:23Z,0
@LopezViolet,"This video was amazing, learned a lot.",0,2025-03-25T20:56:44Z,0
@drleo434,Idk how to explain ITS TO GOOD….,0,2025-03-25T20:55:36Z,0
@RamPotinidi,"Loved the content, keep it coming!",0,2025-03-25T20:55:28Z,0
@JdudBheu,Thank you for the great content!,0,2025-03-25T20:55:23Z,0
@it.is.darkness,"I really like the moment when they fight in feathers, it looks so funny and amusing. And also, when Hyunjin registers to fight the pursuers alone and runs to meet them. And of course, the moment when they reunite and holding hands, in chains together want to fight the enemy. The plot is just Wow. The voices are gorgeous, the song itself I already wrote my favorite from this album",2,2025-03-25T20:55:15Z,0
@luckpoof,We need more of this hyunchan,1,2025-03-25T20:54:29Z,1
@STAY_since2019,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=61"">1:01</a>  Uhm Red Lights who? 😮😮😮😮😮 Am i the only one who noticed 😅😅😅😅 that&#39;s so cool that they put that in this MV ❤❤❤❤",0,2025-03-25T20:54:23Z,0
@BuiThaiMinh-i1i,"Your videos are always so helpful, thank you!",0,2025-03-25T20:54:11Z,0
@DemarcusBerge,"Fantastic explanation, thank you!",0,2025-03-25T20:52:54Z,0
@LatonyaDavis-j7w,"Great tips, thanks for sharing!",0,2025-03-25T20:52:38Z,0
@AugustusHa-q4b,"This was super helpful, thanks!",0,2025-03-25T20:52:34Z,0
@ArnettaWard-s4u,"Awesome video, looking forward to the next one!",0,2025-03-25T20:51:18Z,0
@DallasGeer,"This was super helpful, thanks!",0,2025-03-25T20:51:18Z,0
@IfworldendingIwannabenexttoyou,"&quot;Escape from reality, come with me&quot; şu söze o kadar takığım ki",4,2025-03-25T20:51:03Z,0
@RicardoReay,"Your videos are always so helpful, thank you!",0,2025-03-25T20:50:40Z,0
@lifegetsbetterwhenyoudo9177,Am I  the only one that thinks that one day Chris just decided he needed to protect his children by taking all the 18+ stays 😂 and then he thought Hyunjin is too late for you you are coming with 😂,1,2025-03-25T20:50:25Z,0
@ToddGatti-i1f,Amazing content as always!,0,2025-03-25T20:50:24Z,0
@bonamsrikanthswami4926,Great video! Really enjoyed it.,1,2025-03-25T20:50:07Z,0
@WooSan_ATEEZ,I’ve been waiting for this to drop and my jaw is DROPPED on the floor rn OMG😮,1,2025-03-25T20:50:06Z,0
@RfdgHk,"Loved the content, keep it coming!",0,2025-03-25T20:48:52Z,0
@ZlataDulidze,It&#39;s so beautiful)<br>I love you stray kids 💗💗💗,0,2025-03-25T20:48:10Z,0
@lalitaparaste-rf1pz,Really appreciate the insights in this video.,0,2025-03-25T20:48:03Z,0
@quwsse,THIS IS YHE BEST MV I HAVE EVER SEEN!!!!!!! BANG CHAN AND HYUNJIN ARE SO FREAKING HOT,1,2025-03-25T20:47:49Z,0
@maybalai-xh9eg,Hyunjin and Chan are perfect duo,8,2025-03-25T20:47:32Z,0
@presentmax5290,I am stunned.  Its so good. I have watched it like 20 times and it still is so good. My heart has a physical reaction when they come apart from their hug to see that they are staring into the headlights of that truck.,1,2025-03-25T20:47:05Z,0
@MaryamMajidi-f4z,The way they hugged each other &gt;&gt;&gt;,1,2025-03-25T20:46:24Z,0
@bobbob-t4f,Amazing content as always!,0,2025-03-25T20:45:54Z,0
@Austinp-x4s,Amazing content as always!,0,2025-03-25T20:45:49Z,0
@ConnieBlaise-b5o,"This video was amazing, learned a lot.",0,2025-03-25T20:45:23Z,0
@RubidiumSunkist-w3b,"Fantastic video, really appreciate your effort!",0,2025-03-25T20:43:49Z,0
@leonorjacinto8091,"This really makes them into maturity. By generations of their SKZ, it have a strong bonding through their song&#39;s. Congratulations 💯😎🤗💝",3,2025-03-25T20:40:34Z,2
@dougstrother3561,"Great job, this video was very useful!",1,2025-03-25T20:40:21Z,0
@BuckWentzel-o2t,"Great tips, thanks for sharing!",1,2025-03-25T20:40:01Z,0
@prathviagya9231,"This was exactly what I needed, thanks!",0,2025-03-25T20:39:56Z,0
@PalRaj-qw9uk,"Great job, this video was very useful!",0,2025-03-25T20:39:46Z,0
@WesleyHubble-f3c,Great video! Really enjoyed it.,0,2025-03-25T20:38:45Z,0
@patelyogesh-sg5ev,"Loved this video, keep up the great work!",0,2025-03-25T20:37:52Z,0
@CharneyIra,"This video was amazing, learned a lot.",0,2025-03-25T20:37:48Z,0
@itz_redhearts,So are they like..running and escaping from being gay?…,1,2025-03-25T20:37:33Z,0
@roxiroxi1028,Gosh I love this duo❤❤❤,2,2025-03-25T20:37:19Z,0
@ishajac3637,BEST COLLABORATION SO FAR!<br>I can&#39;t wait to see them perform it live. Those little screams. 😍 omg!,0,2025-03-25T20:37:10Z,0
@ESxxo22,The iconic duo is back🔥🔥,0,2025-03-25T20:36:06Z,0
@JcBanuelos-l6i,"Loved this video, keep up the great work!",0,2025-03-25T20:36:03Z,0
@rajukadri5836,"This was super helpful, thanks!",0,2025-03-25T20:35:50Z,0
@YongRobison,Great video! Really enjoyed it.,0,2025-03-25T20:35:16Z,0
